Date,shop_id,item_id,item_price,item_cnt_day
Saturday,28,4249,1899,1
Thursday,28,4249,1898.75,2
Friday,28,4249,1899,1
Monday,28,4249,1899,1
Wednesday,28,4249,1899,1
Thursday,28,4249,1899,1
Tuesday,28,4249,1899,1
Tuesday,28,4251,399,2
Friday,28,4248,1999,1
Thursday,28,3870,599,3
Friday,28,3869,2499,1
Tuesday,28,3869,2498.5,1
Thursday,28,3702,599,1
Monday,28,3704,1499,1
Wednesday,28,3705,1499,2
Monday,28,3705,1499,3
Wednesday,28,3705,1499,1
Wednesday,28,3705,1499,1
Monday,28,3705,1499,1
Tuesday,28,3705,1498.5,1
Monday,28,3705,1498.5,1
Saturday,28,3705,1499,1
Tuesday,28,3705,1499,1
Sunday,28,3705,1499,1
Thursday,28,3705,1499,1
Sunday,28,3718,349,1
Friday,28,3718,349,2
Friday,28,3718,349,1
Tuesday,28,3718,349,1
Friday,28,3719,599,1
Wednesday,28,3719,599,1
Sunday,28,3719,599,2
Friday,28,3719,599,1
Thursday,28,3719,598.5,1
Thursday,28,3743,799,1
Sunday,28,3743,798.5,1
Monday,28,3743,798.75,2
Friday,28,3702,599,1
Sunday,28,3613,299,1
Thursday,28,3612,299,1
Tuesday,28,3610,299,1
Tuesday,28,3554,2199,1
Saturday,28,3554,2199,1
Monday,28,3554,2199,1
Friday,28,3556,2199,1
Wednesday,28,3562,349,1
Thursday,28,3563,28,1
Wednesday,28,3665,449,1
Thursday,28,3670,98,1
Thursday,28,3676,1099.5,1
Thursday,28,3676,2199,1
Thursday,28,3686,899,2
Saturday,28,3686,899,1
Friday,28,3743,799,1
Thursday,28,3686,899,1
Saturday,28,3686,899,1
Monday,28,3686,899,1
Friday,28,3686,899,1
Sunday,28,3686,898.75,2
Monday,28,3686,899,1
Tuesday,28,3686,898.5,1
Sunday,28,3693,599,1
Monday,28,3693,299.5,1
Wednesday,28,3693,299.5,1
Thursday,28,3698,599,1
Friday,28,3698,599,1
Friday,28,3698,598.5,1
Tuesday,28,3686,899,1
Friday,28,4370,599,2
Wednesday,28,3743,799,1
Friday,28,3743,799,1
Sunday,28,3834,2199,2
Monday,28,3834,2199,1
Wednesday,28,3834,2199,1
Monday,28,3834,2198.5,1
Friday,28,3834,2199,1
Wednesday,28,3836,2699,1
Saturday,28,3771,299,1
Saturday,28,3775,299,1
Friday,28,3851,898.75,2
Monday,28,3851,898.5,1
Sunday,28,3851,899,1
Friday,28,3851,899,1
Sunday,28,3851,898.5,1
Monday,28,3851,899,1
Sunday,28,3851,899,1
Tuesday,28,3851,899,1
Saturday,28,3788,299,1
Friday,28,3869,2498.5,1
Sunday,28,3869,2499,2
Wednesday,28,3869,2499,2
Tuesday,28,3869,2499,1
Monday,28,3869,2499,1
Friday,28,3869,2499,1
Saturday,28,3869,2499,1
Sunday,28,3869,2499,2
Friday,28,3834,2199,1
Friday,28,3834,2199,1
Monday,28,3834,2199,1
Wednesday,28,3834,2199,1
Friday,28,3743,798.5,1
Thursday,28,3617,299,1
Friday,28,3617,299,1
Wednesday,28,3618,299,1
Saturday,28,3620,299,1
Wednesday,28,3620,299,1
Monday,28,3620,299,1
Monday,28,3620,299,2
Tuesday,28,3620,299,1
Tuesday,28,3622,299,2
Friday,28,3622,299,1
Friday,28,3622,299,1
Wednesday,28,3743,799,1
Friday,28,3622,299,1
Saturday,28,3622,299,1
Wednesday,28,3624,299,1
Wednesday,28,3624,299,1
Saturday,28,3628,249,1
Tuesday,28,3642,299,1
Friday,28,3647,399,1
Tuesday,28,3651,199,1
Saturday,28,3652,199,1
Saturday,28,3661,349,1
Monday,28,3834,2199,1
Thursday,28,3834,2199,1
Sunday,28,3834,2199,1
Wednesday,28,3622,299,1
Monday,28,3554,2199,1
Wednesday,28,4370,599,1
Friday,28,4370,598.75,2
Sunday,28,4910,599,1
Monday,28,4910,599,1
Monday,28,4920,1372,1
Thursday,28,4960,899,1
Sunday,28,4694,249,1
Thursday,28,4697,249,1
Sunday,28,4712,299,1
Tuesday,28,5092,449,1
Sunday,28,5095,499,1
Saturday,28,5095,499,1
Wednesday,28,5096,899,1
Saturday,28,5096,899,1
Monday,28,5111,449,1
Friday,28,5125,1099,1
Thursday,28,5125,1099,1
Thursday,28,5128,449,2
Monday,28,5145,449,1
Thursday,28,5147,849,1
Thursday,28,5168,399,1
Sunday,28,5181,999,1
Wednesday,28,5197,299.5,1
Friday,28,5198,599,1
Monday,28,4982,299,1
Tuesday,28,5224,299,2
Saturday,28,5224,299,1
Friday,28,4910,599,1
Friday,28,5224,299,1
Friday,28,4910,599,1
Saturday,28,4910,599,1
Wednesday,28,4886,899,2
Sunday,28,4886,899,1
Monday,28,4886,899,1
Monday,28,4886,898.5,1
Sunday,28,4886,899,1
Saturday,28,4886,898.5,1
Monday,28,4886,898.5,1
Friday,28,4886,899,1
Thursday,28,4901,1699,1
Thursday,28,4906,1799,1
Saturday,28,4906,1799,1
Saturday,28,4906,1798.7,1
Sunday,28,4906,1799,1
Sunday,28,4906,1799,1
Friday,28,4906,1499,2
Saturday,28,4906,1499,1
Tuesday,28,4906,1499,1
Thursday,28,4907,1799,1
Saturday,28,4907,1799,1
Monday,28,4907,1798.5,1
Wednesday,28,4907,1799,1
Wednesday,28,4907,1799,1
Sunday,28,4907,1499,1
Friday,28,4910,599,1
Thursday,28,4910,449.25,2
Friday,28,4910,599,1
Wednesday,28,5228,299,1
Saturday,28,5256,799,1
Monday,28,5256,799,1
Monday,28,5273,1999,1
Friday,28,5273,2599,1
Wednesday,28,5273,1999,1
Thursday,28,5273,1999,1
Wednesday,28,5273,1999,1
Wednesday,28,5274,1999,1
Friday,28,5274,1999,1
Saturday,28,5274,1999,1
Monday,28,5274,1999,1
Friday,28,5031,1399,1
Wednesday,28,5032,1199,1
Thursday,28,5033,1999,2
Thursday,28,5033,1998.75,4
Sunday,28,5033,2599,1
Saturday,28,5034,1999,1
Saturday,28,5034,1999,1
Wednesday,28,5034,1999,1
Tuesday,28,5034,1999,1
Tuesday,28,5045,299,1
Friday,28,5051,299,1
Saturday,28,5052,449,1
Friday,28,5288,1999,1
Sunday,28,5288,1999,1
Monday,28,5361,549,1
Thursday,28,5361,549,1
Friday,28,5272,326.78,1
Sunday,28,5272,599,1
Tuesday,28,5272,599,1
Friday,28,5272,599,1
Sunday,28,5256,399.5,1
Friday,28,5260,499,1
Saturday,28,5260,499,-1
Tuesday,28,5260,499,2
Tuesday,28,5260,272.22,1
Friday,28,5261,1199,2
Friday,28,5261,1199,1
Thursday,28,5262,1199,1
Saturday,28,5262,1199,1
Sunday,28,5263,499,1
Thursday,28,5275,1699,1
Monday,28,5275,1699,1
Tuesday,28,4886,898.5,1
Wednesday,28,5275,1699,1
Sunday,28,5275,1699,1
Sunday,28,5275,1699,2
Tuesday,28,5275,1699,1
Monday,28,5275,1699,1
Friday,28,5272,598.5,1
Monday,28,5272,599,3
Saturday,28,5272,599,1
Sunday,28,5272,599,1
Friday,28,5272,599,2
Saturday,28,5272,599,-1
Wednesday,28,5272,599,3
Saturday,28,5272,599,1
Wednesday,28,5275,1699,3
Tuesday,28,4886,899,2
Wednesday,28,4885,1499,1
Monday,28,4885,1499,1
Saturday,28,4474,899,1
Tuesday,28,4474,899,1
Sunday,28,4475,599,1
Sunday,28,4475,598.75,2
Tuesday,28,4475,599,1
Tuesday,28,4475,599,1
Sunday,28,4481,1698.7,1
Monday,28,4481,1699,1
Friday,28,4481,1699,2
Monday,28,4481,1699,1
Wednesday,28,4481,1699,1
Saturday,28,4481,1699,1
Monday,28,4476,1499,1
Thursday,28,4482,2499,1
Saturday,28,4482,2499,1
Saturday,28,4482,2499,1
Saturday,28,4482,2499,1
Tuesday,28,4440,99,1
Thursday,28,4484,599,1
Sunday,28,4484,299.5,1
Sunday,28,4484,599,1
Thursday,28,4485,299.5,1
Thursday,28,4487,1249.5,1
Monday,28,4512,899,1
Sunday,28,4520,1649,1
Wednesday,28,4474,899,1
Saturday,28,4474,899,1
Friday,28,4474,899,1
Tuesday,28,4430,399,1
Monday,28,4370,599,1
Monday,28,4370,599,1
Thursday,28,4370,599,4
Wednesday,28,4370,599,1
Monday,28,4370,599,1
Wednesday,28,4371,1799,1
Wednesday,28,4371,1799,1
Tuesday,28,4371,1799,1
Monday,28,4372,1999,1
Wednesday,28,4372,1999,2
Thursday,28,4372,1999,3
Friday,28,4372,1999,1
Saturday,28,4522,449,1
Tuesday,28,4372,1999,1
Thursday,28,4372,1999,1
Monday,28,4372,1999,1
Tuesday,28,4373,1999,3
Sunday,28,4373,1999,1
Friday,28,4373,1999,1
Tuesday,28,4373,1999,1
Thursday,28,4373,1999,1
Saturday,28,4376,1398,1
Wednesday,28,4376,1398,1
Saturday,28,4411,299,1
Sunday,28,4418,299,1
Friday,28,4420,299,1
Tuesday,28,4372,1998.5,1
Saturday,28,4370,599,1
Thursday,28,4723,599,1
Tuesday,28,4724,1399,1
Sunday,28,4809,599,2
Friday,28,4809,399.56,2
Monday,28,4810,1999,1
Sunday,28,4810,1999,2
Wednesday,28,4810,2599,1
Friday,28,4810,1999,1
Thursday,28,4810,1999,1
Sunday,28,4811,1999,1
Wednesday,28,4811,2599,2
Tuesday,28,4811,1999,1
Tuesday,28,4811,1999,1
Wednesday,28,4811,1999,1
Sunday,28,4814,899,1
Sunday,28,4814,899,1
Tuesday,28,4598,299,1
Sunday,28,4823,999.5,1
Thursday,28,4602,299,1
Wednesday,28,4607,299,1
Friday,28,4612,1649,1
Tuesday,28,4614,349,1
Tuesday,28,4861,8490,1
Friday,28,4861,8490,1
Saturday,28,4652,349,1
Wednesday,28,4680,349,1
Monday,28,4680,349,1
Friday,28,4809,599,2
Tuesday,28,4809,599,2
Friday,28,4809,599,2
Tuesday,28,4809,1199,1
Wednesday,28,4724,1399,1
Saturday,28,4724,1399,1
Tuesday,28,4724,1399,1
Saturday,28,4551,299,1
Monday,28,4559,299,1
Sunday,28,4565,299,1
Thursday,28,4779,499,2
Tuesday,28,4779,499,1
Wednesday,28,4779,499,1
Wednesday,28,4779,499,1
Sunday,28,4781,1198.5,1
Saturday,28,4572,299,1
Monday,28,4723,299.5,1
Thursday,28,4790,599,1
Saturday,28,4790,599,1
Sunday,28,4791,799,1
Wednesday,28,4792,1799,1
Sunday,28,4792,1799,1
Wednesday,28,4579,299,1
Tuesday,28,4579,299,1
Sunday,28,4807,1999,1
Monday,28,4809,599,2
Wednesday,28,4809,599,1
Sunday,28,4809,599,1
Monday,28,4809,599,2
Friday,28,4809,599,1
Friday,28,4790,599,1
Saturday,28,2302,1399,1
Wednesday,28,3554,2199,1
Friday,28,3554,2199,1
Thursday,28,2441,1199,1
Monday,28,2441,1199,2
Saturday,28,2460,299,1
Monday,28,2678,999,1
Wednesday,28,2678,999,1
Wednesday,28,2678,999,1
Saturday,28,2678,999,1
Friday,28,2682,1499,1
Saturday,28,2682,1499,1
Saturday,28,2703,599,1
Tuesday,28,2704,1799,1
Friday,28,2704,1799,1
Friday,28,2715,899,1
Friday,28,2715,899,1
Friday,28,2716,149,1
Wednesday,28,2716,149,1
Saturday,28,2721,149,1
Thursday,28,2718,599,1
Friday,28,2720,2699,1
Tuesday,28,2473,899,1
Sunday,28,2475,299,1
Friday,28,2477,299,1
Friday,28,2493,2049,1
Monday,28,2504,299,1
Wednesday,28,2731,599,1
Thursday,28,2441,1199,1
Tuesday,28,2760,1698.5,1
Friday,28,2439,299,1
Saturday,28,2439,299,1
Monday,28,2416,449,1
Tuesday,28,2416,449,1
Wednesday,28,2416,449,1
Sunday,28,2416,449,3
Thursday,28,2416,449,1
Saturday,28,2416,449,1
Tuesday,28,2416,449,1
Wednesday,28,2416,449,1
Monday,28,2416,449,1
Monday,28,2416,449,1
Thursday,28,2416,449,1
Wednesday,28,2416,449,1
Sunday,28,2417,349,1
Monday,28,2417,349,1
Saturday,28,2417,349,2
Monday,28,2417,349,1
Sunday,28,2225,299,1
Friday,28,2432,599,1
Monday,28,2437,1399,1
Saturday,28,2439,299,2
Wednesday,28,2439,299,1
Sunday,28,2439,299,2
Saturday,28,2439,299,1
Saturday,28,2439,299,1
Tuesday,28,2439,299,1
Wednesday,28,2439,298.5,1
Thursday,28,2746,299,1
Sunday,28,2746,299,1
Saturday,28,2746,299,1
Wednesday,28,2635,299,1
Wednesday,28,2635,299,1
Monday,28,2640,349,1
Monday,28,2640,349,1
Monday,28,2822,399,1
Saturday,28,2822,399,1
Thursday,28,2827,599,1
Sunday,28,2827,599,1
Saturday,28,2827,599,1
Thursday,28,2833,599,1
Tuesday,28,2833,599,1
Saturday,28,2833,599,1
Thursday,28,2833,599,1
Monday,28,2833,599,1
Tuesday,28,2833,599,1
Sunday,28,2835,1999,1
Friday,28,2835,1999,1
Wednesday,28,2844,899,1
Sunday,28,2846,1699,1
Sunday,28,2847,1698.75,2
Friday,28,2848,99,1
Saturday,28,2848,99,1
Thursday,28,2854,449,1
Monday,28,2854,449,1
Tuesday,28,2854,449,1
Wednesday,28,2628,299,1
Wednesday,28,2628,299,1
Friday,28,2628,299,1
Friday,28,2808,999,1
Saturday,28,2746,299,1
Sunday,28,2746,299,2
Monday,28,2748,799,1
Wednesday,28,2514,649,1
Wednesday,28,2564,349,1
Saturday,28,2572,299,1
Tuesday,28,2574,399,2
Sunday,28,2574,399,2
Thursday,28,2574,399,2
Saturday,28,2574,399,1
Sunday,28,2574,399,2
Thursday,28,2588,449,1
Monday,28,2416,449,1
Thursday,28,2588,449,1
Sunday,28,2607,279,1
Sunday,28,2614,299,1
Monday,28,2614,299,1
Thursday,28,2808,999,2
Friday,28,2808,999,1
Thursday,28,2808,999,1
Friday,28,2808,999,3
Wednesday,28,2808,999,2
Sunday,28,2808,999,1
Tuesday,28,2808,999,1
Saturday,28,2808,999,1
Tuesday,28,2808,999,1
Tuesday,28,2604,299,1
Saturday,28,2415,299,1
Sunday,28,2415,299,1
Thursday,28,2415,299,1
Wednesday,28,2308,799,1
Friday,28,2308,799,3
Wednesday,28,2308,799,1
Friday,28,2308,799,2
Friday,28,2308,799,3
Sunday,28,2308,799,2
Wednesday,28,2309,2799,1
Tuesday,28,2309,2799,1
Wednesday,28,2319,1399,1
Monday,28,2321,999,1
Tuesday,28,2321,999,1
Wednesday,28,2321,999,1
Saturday,28,2321,999,3
Sunday,28,2321,999,1
Tuesday,28,2321,998.8333333,3
Sunday,28,2321,999,1
Wednesday,28,2321,999,1
Tuesday,28,2321,999,1
Monday,28,2321,998.5,1
Monday,28,2321,999,1
Friday,28,2333,549,1
Thursday,28,2333,549,1
Monday,28,2333,549,1
Tuesday,28,2333,549,1
Tuesday,28,2252,599,1
Friday,28,2308,799,1
Tuesday,28,2308,799,3
Wednesday,28,2308,799,1
Sunday,28,2308,799,3
Thursday,28,2302,1399,1
Friday,28,2330,599,1
Wednesday,28,2330,599,1
Thursday,28,2330,599,1
Sunday,28,2304,1999,2
Friday,28,2304,1999,1
Saturday,28,2304,1999,1
Wednesday,28,2304,1998.7,1
Monday,28,2304,1999,2
Friday,28,2304,1999,1
Saturday,28,2304,1999,1
Wednesday,28,2304,1999,2
Thursday,28,2252,599,1
Wednesday,28,2304,1999,1
Friday,28,2307,2799,1
Saturday,28,2307,2799,1
Saturday,28,2307,2799,1
Wednesday,28,2308,799,3
Thursday,28,2308,799,6
Saturday,28,2308,799,2
Tuesday,28,2308,799,2
Tuesday,28,2308,799,1
Saturday,28,2308,799,3
Wednesday,28,2308,799,2
Friday,28,2308,799,1
Tuesday,28,2308,799,1
Sunday,28,2307,2799,5
Tuesday,28,2855,499,1
Friday,28,2252,599,1
Monday,28,2253,2199,1
Monday,28,2104,399,1
Tuesday,28,2104,399,1
Friday,28,2104,399,1
Saturday,28,2110,299,1
Friday,28,2123,299,1
Friday,28,2125,298,1
Tuesday,28,2132,299,1
Friday,28,2149,449,1
Tuesday,28,2160,949,1
Thursday,28,2167,599,1
Tuesday,28,2171,349,1
Wednesday,28,2389,499.5,1
Wednesday,28,2179,299,1
Friday,28,2182,279,1
Thursday,28,2182,279,1
Tuesday,28,2185,799,1
Monday,28,2189,299,1
Monday,28,2189,299,1
Friday,28,2190,299,1
Saturday,28,2194,299,1
Monday,28,2198,299,1
Monday,28,2406,149,1
Thursday,28,2220,3990,1
Thursday,28,2415,299,1
Monday,28,2415,299,1
Sunday,28,2104,399,1
Friday,28,2104,399,1
Thursday,28,2100,299,1
Saturday,28,2099,399,1
Monday,28,2253,2199,1
Wednesday,28,2253,2199,1
Friday,28,2258,299,1
Friday,28,2258,299,1
Friday,28,2258,299,1
Monday,28,2281,999,1
Saturday,28,2281,499.5,1
Sunday,28,2281,999,1
Wednesday,28,2281,499.5,1
Tuesday,28,2281,749.25,2
Thursday,28,2281,499.5,1
Friday,28,2281,999,1
Wednesday,28,2253,2199,1
Friday,28,2281,499.5,1
Saturday,28,2281,749.25,2
Wednesday,28,2281,749.25,2
Sunday,28,2281,499.5,1
Wednesday,28,2281,499.5,1
Monday,28,2281,499.5,1
Monday,28,2340,894.26,-1
Friday,28,2340,899,1
Saturday,28,2077,299,1
Sunday,28,2090,449,1
Friday,28,2090,449,1
Saturday,28,2090,449,1
Saturday,28,2099,399,1
Saturday,28,2281,499.5,1
Wednesday,28,3554,2199,2
Tuesday,28,2920,599,1
Sunday,28,2929,199,1
Sunday,28,3437,1699,2
Sunday,28,3437,1699,1
Sunday,28,3438,3699,1
Monday,28,3438,3699,1
Saturday,28,3438,3699,1
Wednesday,28,3276,299,1
Thursday,28,3467,149,1
Monday,28,3467,149,1
Tuesday,28,3468,149,1
Saturday,28,3468,149,1
Sunday,28,3468,149,2
Wednesday,28,3286,299,1
Wednesday,28,3286,299,1
Friday,28,3286,299,1
Tuesday,28,3286,299,1
Tuesday,28,3286,299,1
Wednesday,28,3470,349,1
Tuesday,28,3470,349,1
Sunday,28,3470,349,1
Saturday,28,3470,349,1
Tuesday,28,3314,499,1
Thursday,28,3314,499,2
Monday,28,3314,499,1
Saturday,28,3316,1199,1
Wednesday,28,3316,1199,1
Monday,28,3437,1699,2
Thursday,28,3316,1199,1
Thursday,28,3429,2799,1
Friday,28,3429,2799,2
Thursday,28,3432,598.925,4
Tuesday,28,3432,599,1
Thursday,28,3432,599,1
Friday,28,3432,599,1
Tuesday,28,3433,2799,1
Friday,28,3433,2799,1
Friday,28,3433,2799,2
Saturday,28,3433,2799,2
Monday,28,3433,2798.5,1
Sunday,28,3433,2799,2
Thursday,28,3433,2799,1
Sunday,28,3433,2799,1
Saturday,28,3433,2799,1
Sunday,28,3433,2799,1
Monday,28,3433,2799,1
Sunday,28,3433,2799,1
Thursday,28,3434,2799,1
Friday,28,3427,799,2
Saturday,28,3427,799,1
Tuesday,28,3427,799,1
Thursday,28,3427,799,1
Sunday,28,3427,799,1
Sunday,28,3427,799,1
Saturday,28,3427,799,1
Sunday,28,3428,2799,1
Saturday,28,3429,2799,1
Tuesday,28,3318,1199,1
Wednesday,28,3320,1999,1
Thursday,28,3320,1999,1
Tuesday,28,3321,1999,2
Wednesday,28,3321,1999,1
Sunday,28,3321,2599,1
Sunday,28,3321,2599,2
Tuesday,28,3321,1999,1
Sunday,28,3321,1999,1
Saturday,28,3321,1999,1
Monday,28,3323,1999,3
Tuesday,28,3323,1999,1
Thursday,28,3323,1999,2
Monday,28,3323,1999,1
Friday,28,3323,1999,1
Sunday,28,3366,1999,1
Wednesday,28,3476,1199,1
Wednesday,28,3476,1199,1
Tuesday,28,3478,1599,1
Thursday,28,3478,1599,1
Tuesday,28,3509,349,1
Thursday,28,3515,699,1
Friday,28,3378,299,1
Thursday,28,3528,1690,1
Saturday,28,3533,999,1
Wednesday,28,3533,999,1
Saturday,28,3554,2199,2
Saturday,28,3554,2199,1
Saturday,28,3321,1999,3
Thursday,28,3321,1999,4
Saturday,28,3321,1999,3
Friday,28,3321,1999,5
Tuesday,28,3320,1999,3
Thursday,28,3320,1998.75,2
Tuesday,28,3320,1999,1
Saturday,28,3320,1999,1
Friday,28,3320,1999,1
Friday,28,3320,1998.5,1
Monday,28,3325,1199,1
Monday,28,3325,1199,1
Monday,28,3325,1199,1
Wednesday,28,3325,1199,1
Thursday,28,3325,1199,1
Thursday,28,3325,1199,1
Sunday,28,3432,599,1
Thursday,28,3325,799,2
Wednesday,28,3325,799,2
Friday,28,3326,1699,1
Saturday,28,3326,1699,1
Thursday,28,3327,1499,1
Monday,28,3328,1999,1
Tuesday,28,3328,1999,2
Wednesday,28,3328,2599,1
Tuesday,28,3328,1999,1
Thursday,28,3328,1999,1
Wednesday,28,3328,1999,2
Monday,28,3328,1999,1
Thursday,28,3328,1998.5,1
Wednesday,28,3325,799,2
Saturday,28,3432,599,1
Thursday,28,3432,599,1
Wednesday,28,3432,599,2
Sunday,28,2974,2499,1
Monday,28,2974,2499,1
Tuesday,28,2974,2499,1
Sunday,28,2974,2499,1
Tuesday,28,2650,1699,1
Monday,28,3007,1790,1
Monday,28,3007,1790,1
Monday,28,3045,1249.5,1
Monday,28,3046,1598,1
Monday,28,3049,849,1
Tuesday,28,2653,299,1
Wednesday,28,3056,899,1
Tuesday,28,3056,899,1
Wednesday,28,3056,898.5,1
Monday,28,3057,899,1
Monday,28,2674,299,1
Saturday,28,3076,1399,1
Tuesday,28,3077,1199,1
Saturday,28,3077,1199,1
Tuesday,28,3084,238.8,1
Saturday,28,3086,349,1
Thursday,28,3086,349,1
Sunday,28,3186,449.25,4
Monday,28,3186,299.5,1
Saturday,28,3186,399.3333333,3
Friday,28,2974,2499,1
Friday,28,2973,2499,2
Thursday,28,2973,2499,1
Thursday,28,2973,2499,4
Monday,28,2929,199,1
Thursday,28,2929,199,1
Thursday,28,2929,199,1
Tuesday,28,2929,199,1
Thursday,28,2931,99,1
Tuesday,28,2931,99,1
Sunday,28,2931,99,1
Thursday,28,2934,599,1
Monday,28,2934,599,1
Monday,28,2934,599,1
Monday,28,2946,598.5,1
Sunday,28,2946,599,1
Saturday,28,3186,299.5,1
Monday,28,2953,599,1
Tuesday,28,2956,598.5,1
Saturday,28,2956,599,1
Monday,28,2956,598.5,1
Thursday,28,2960,449,2
Sunday,28,2967,799,1
Friday,28,2972,568.95,4
Friday,28,2972,599,3
Thursday,28,2972,599,5
Thursday,28,2972,599,1
Monday,28,2972,599,2
Thursday,28,2972,599,1
Friday,28,2973,2499,1
Saturday,28,2956,598.5,1
Saturday,28,2929,199,1
Friday,28,3186,299.5,1
Saturday,28,3186,299.5,1
Wednesday,28,3267,299,1
Sunday,28,3267,299,1
Tuesday,28,3268,299,1
Friday,28,3269,299,1
Sunday,28,3269,299,1
Wednesday,28,3270,649,1
Wednesday,28,3394,1998.5,1
Wednesday,28,3402,549,1
Friday,28,3402,549,1
Saturday,28,3402,549,1
Friday,28,3417,449,1
Wednesday,28,3417,449,1
Thursday,28,3417,449,1
Thursday,28,3432,599,1
Thursday,28,3432,598.9,5
Saturday,28,3432,599,2
Wednesday,28,3432,599,5
Wednesday,28,3432,599,3
Tuesday,28,3432,599,5
Thursday,28,3432,599,3
Sunday,28,3432,599,5
Tuesday,28,3432,599,1
Sunday,28,3432,599,2
Wednesday,28,3432,599,2
Thursday,28,3432,599,4
Monday,28,3253,899,1
Sunday,28,3253,899,1
Friday,28,3164,299,1
Tuesday,28,3223,449,1
Thursday,28,3186,599,1
Wednesday,28,3186,599,1
Tuesday,28,3186,299.5,1
Sunday,28,3186,299.5,1
Thursday,28,3186,299.5,1
Friday,28,3186,299.5,1
Wednesday,28,3187,2499,1
Sunday,28,3187,2499,1
Monday,28,3100,299,1
Thursday,28,3193,449,1
Saturday,28,3120,399,1
Thursday,28,3120,399,1
Friday,28,3186,449.25,2
Sunday,28,3201,99,1
Sunday,28,3130,299,1
Wednesday,28,3140,1090,1
Thursday,28,3141,1130,1
Tuesday,28,3141,1130,1
Sunday,28,3141,1130,1
Saturday,28,3147,1850,1
Friday,28,3147,1850,1
Thursday,28,3148,1849.5,1
Monday,28,3159,790,1
Friday,28,3223,449,2
Friday,28,3223,448.5,1
Tuesday,28,3223,449,1
Monday,28,3210,149,1
Friday,27,19016,749.5,1
Wednesday,28,13511,1599,1
Monday,28,13511,1599,1
Saturday,29,991,99,1
Wednesday,29,991,99,1
Saturday,29,995,99,1
Wednesday,29,1003,99,1
Sunday,29,1004,99,2
Thursday,29,1004,99,1
Sunday,29,1005,99,1
Sunday,29,1109,149,1
Sunday,29,1112,499,1
Tuesday,29,1119,399,1
Thursday,29,1122,299,1
Friday,29,1126,299,1
Sunday,29,1126,299,1
Sunday,29,1201,299,1
Friday,29,1224,399,1
Wednesday,29,1247,299,1
Saturday,29,1247,299,1
Monday,29,1249,299,1
Thursday,29,1397,999,1
Tuesday,29,1273,199,1
Saturday,29,1418,349,1
Friday,29,1420,349,1
Monday,29,1420,349,1
Friday,29,1326,299,1
Saturday,29,1463,1299,1
Sunday,29,989,99,1
Monday,29,1463,1299,1
Thursday,29,804,240,1
Tuesday,29,791,600,1
Saturday,29,98,399,1
Saturday,29,98,399,1
Wednesday,29,98,399,1
Friday,29,98,399,1
Sunday,29,152,249,1
Wednesday,29,282,249,1
Tuesday,29,308,249,1
Monday,29,464,299,1
Saturday,29,482,3300,1
Tuesday,29,482,3300,1
Wednesday,29,484,300,1
Saturday,29,484,300,1
Monday,29,491,600,1
Wednesday,29,553,149,1
Saturday,29,556,199,1
Thursday,29,560,199,1
Monday,29,560,199,1
Tuesday,29,638,349,1
Friday,29,642,149,1
Monday,29,642,149,2
Monday,29,651,149,1
Saturday,29,687,600,1
Monday,29,687,600,1
Sunday,29,700,199,2
Wednesday,29,785,349,1
Saturday,29,791,600,1
Sunday,29,1467,899,1
Saturday,29,1470,599,2
Friday,29,1470,599,1
Friday,29,1523,799,-1
Tuesday,29,1524,2999,1
Sunday,29,1528,649,1
Monday,29,1528,649,1
Saturday,29,1528,649,1
Monday,29,1604,799,1
Wednesday,29,1340,349,1
Tuesday,29,1782,599,1
Monday,29,1624,299,1
Sunday,29,1790,1799,1
Sunday,29,1790,1799,1
Saturday,29,1801,1499,1
Monday,29,1830,599,1
Sunday,29,1830,599,1
Saturday,29,1830,599,1
Monday,29,1830,599,1
Wednesday,29,1830,599,2
Wednesday,29,1830,599,1
Sunday,29,1830,599,1
Wednesday,29,1830,599,1
Wednesday,29,1830,599,1
Thursday,29,1830,599,1
Monday,29,1830,599,2
Thursday,29,1830,599,1
Sunday,29,1832,1999,1
Tuesday,29,1523,799,1
Thursday,29,1523,799,1
Sunday,29,1482,549,1
Monday,29,1475,899,1
Friday,29,1470,599,1
Tuesday,29,1470,599,1
Wednesday,29,1470,599,1
Friday,29,1470,599,3
Friday,29,1470,599,2
Saturday,29,1470,598.5,2
Tuesday,29,1470,599,1
Wednesday,29,1470,599,1
Saturday,29,1470,599,1
Monday,29,1470,599,2
Monday,29,1470,599,1
Monday,29,1470,599,1
Tuesday,29,98,399,2
Thursday,29,1471,2599,1
Monday,29,1471,2599,1
Saturday,29,1471,2599,1
Friday,29,1472,2599,1
Saturday,29,1472,2599,2
Wednesday,29,1472,2599,1
Friday,29,1472,2599,1
Tuesday,29,1475,899,1
Saturday,29,1475,899,1
Wednesday,29,1475,899,1
Wednesday,29,1475,899,1
Saturday,29,1475,899,1
Friday,29,1475,899,1
Friday,29,1471,2599,2
Saturday,29,1833,1999,1
Monday,29,85,299,1
Tuesday,29,35,399,1
Sunday,28,22014,399,2
Tuesday,28,22014,399,1
Sunday,28,22014,399,1
Sunday,28,22014,399,3
Saturday,28,22014,399,1
Saturday,28,22014,399,2
Saturday,28,22015,699,1
Wednesday,28,22015,699,1
Monday,28,22015,699,1
Thursday,28,22016,299,1
Sunday,28,22032,549,1
Thursday,28,22040,149,1
Thursday,28,22087,79,14
